id;n;e;p;q;d;t
50;E0FA42E5C7DBCA0B82A684818DB581E8816615D8228F787AB9D5066213C0BDF284431B4285A66DBF73E4DAFBE67B851C2E8D2AD1D31C085292268102B617FC72A5DC4E7D09E77B3D43FB32306668D982E40482502490895F6D602D4CEA9276CCE67C913ACC9C38C0C91134533572936FDD57855B48489FC58D151C0A1E958777;010001;F485C29B69431B3AE62F5B0E9F6D5CB9658D9380D2596B7E790F0996E97A39E525C6E304C0142673BBE82BC95ADD950C412DD2AD3584B9F65124024C4B818685; ; ;461
51;C2A82AB7F9521107C2BE29734343701ED5B5A09A72C9E2E471EE5271DE7B3DA1BE56890018529ECC3DEF3248A0F6E1CF53D1BA8C40DBE67DFED6B86F14105F8AE9494717D6A9F77F513B65B5A5EBC89A164512E2E696B146447C649837C48E2F160BC3B8BD04F8689A790B05890A342119F3B84A6587E18688F4CF6F1C94E6D5;010001;F52C86FBAC127A45C30DE5493BC74EE2511082314B848A2B29B93535745EA12D2D771247F8E4B03B444EDC5B58B8129771EE8EDF88539328669EC335F8BDE847; ; ;357
52;CD105D3CE9D19504325C438A5D72B36125AA8BDDC2DDE485A0D03A355A6D5077CC94C115AC095483C3058D4750F4DF3FD4742B594033CC906A5E29F9F929FF1513BF6C9FF5C0020D32E85E5DE593C3C120CD4933C1A9529CCBDD309C4B43D0BEC31A98F9C9282C994D068C4604F93FDCFDB8C7F52CB8825B9E920D1A4D25455D;010001;F5A04CB6FDF18B2470C9F1B97E605B9B9154C0626209EC379190C31A69186B6240A25F0E0FADFFA68F92B7B99A3EEEA19C1625D94838F6412D4E9F5612914227; ; ;317
53;F22806E76E9723C78CCCC9711713CFB06A7D38E09A9A26ED3A2F3EDD4948AD611270E187F0F8407F972A7E4B85986F2C47CCAC6877EC6894C2CF922A6290EFCAFB36F25F507B5F8D100352FB9C57E88ABDD7D40467032CBEE352F5357B7D232295CCEACFBB6B44ABA26964A58367B5589AAB9898957C4151EF18225F1A50E83B;010001;F9DFCA9DE4451E09E50D7C02CAB6B56CBAD436E35793231806DC9D786B6A997FD543234E11013E3988C35E8042E094B94B19023FCBB8FC2BDC82EE2CB990F535; ; ;1104
54;C0D82DBC6B2C68CCEB0F8E8DA7256C50CA9BB652D29EC9DA1E609705B5D2B47D34E86361869B6F68EAE31B6E40D937395B4F469F30A67BAC60C18A1F42CFE10F7A1AED2956827D6C13123EF304B51297711491BD9A46EF51FB58DE7DE03B54EDCBCDEDC957D20EE2E4FEEB8FD7C4BC29057B282E80B4F8A4F18499BDE216A5B3;010001;EBC7127DB67A854768709533DAAC98531EB6D5549579E9F5433AA53F1737972B8B899E493CE71979823F5C19737B5CAD7A2BF53B57AAD93C4C41FA558A2A04E9; ; ;586
55;C0D60FAFE55FBA9C40E5AE6F15C20610037B8DB9FF4934206A6632C62BD9A6F23461C7978D4D6D07E73835DE5BC7639110462FF7933F87F41BFABB5652D8E58BDEF9446F250611355B47E9514F08E58D3CB270190C49F374CB0AB4A51C718BDCD3014C132F17BBB5F7008A765A2AF74CB65E30DDE9555DABD05133A243FCE92B;010001;EF12C491C73F2B306BB36725E8A07A59CBEFCD864893F827517B096E067E5413F60442658545FF38964ECFF551689375AF0F8CA852FB3B0FBB23133A95F9A965; ; ;1124
56;BFC835FE10082EE5B3FCFA952A1F6C63B19577F26B1546674CB34FB48C403DA813470840ED8D6232A657AA52D305732AEB9E49C1B2D725158201630EE8B5A63B7286376C3F1342C2D330E12840C903AF9BFFCBE3E63E54097F7231F8B60AA8F11EC02ABEA79D2653395BB08470ADA0ABEC97E0BD1AD88D28890DAD2CB17C7AEF;010001;F62F733B4A764AF2BBCCC38B3BC167A75E5050A516F942A8C63793BA66E7D334E14C3509720B0DDE19FA211278EEAB37747557B373810C902D902BC7CEFF5A2F; ; ;797
57;C85C1977424A1B99B8A68A0F87ACE457F6355BB1430B8DC27BE7580CDE604968D36D455332F880B8DC4758AE69262CCFD1754EB73210F7A7EA28E59EE30C4C5FAFD5A8B863E6FCBA70512D1E651CCF44EC20ADD104186BB79E5040B1B6CFEF7E64F528E60CE928F572B01C9F006EC7127E23B46E882B5FEA73DD586627F3E381;010001;ED9D59666E628A526F8584D917F2C5DDD179D344BEAA749704B6654548A9BF581D6C5834BE688409B520C1CCFECF9CD5AD1F86348C4A76DAFB9FF437582BFF03; ; ;876
58;A9096EFA9713A996224660986B2B04879D672F2240C5DAB065E81B895CD0052827B63F407205FF4B85BEE5A95CD18EE80F1D79D5B305D192DA2628F16971E292A8099F6B34EA68EF3ED914DFCFC0CA82B801E06E07D5D3CCE20B6CB45C7E8360B59362483A6FE79F77E82B94617CDE1F30E920AC7702CA013051612ABE76D175;010001;DA362E885463075C0C5D2BEC739B7BB3AAC9EE9C373B4CCE369DFA44A9DE99B2B943290AF4F7DB5772448B462AA0C9AC40B46A1A2DBEB24B1F0D6FFB6B827747; ; ;834
59;9E9A326BFB3392FEFE14FEC49F34E834A0301F0DE7328B515D6C4EA04B59D3F47E582695F67F435014279115EC00F3B20642C8C4D38E99A2154ED7907E00DB23C253232A4A1C87DE5100DFD6D98FD062CBE868CABEF04DC44D0AB3A80DB852419622868563F39164EB181AFC81AEBA11E147AF6B388CF0C3CC3D502129937A1D;010001;D2B8A25F31D2DCB17EA687DA3740FD0C3549F7B5479EA714A8CE25D7420C334F8137B157110CBD3B72D3E3B62D828C22429A27E28E85B1A05B701073F05E3359; ; ;690
60;BDBE0D86ABBFF9931CFE77F9227C1885429FD47A60DC4E5D07EC14079726097FBE711F351F63887708C21A52139EBBC094E6F10C7F4AFC148EDCD7D7BEF3304201F6B290BE926EF3AAB079BE5AB63F51DF8598C98FBF035FDC220ECF8859A8253F2C718BA52AF4AF39D007C0F4120F3F0A303D6997BED3EE48FA417D9C382469;010001;E5A0AA49AFD1C5BCEE539FE7148F3236EDC8A6729A0D8F052C8BF4D9F69BFD6B693566BB5BBA6A0A4DEEEECF855EBECFD46FB022037F88FFE0680EBB4E248053; ; ;1291
61;B2BF3E0F1AE2B14F76B6397CF65BF210B992B46421C1D384EE8B31EBA6EA1F17DD797E587B0BF4CE2A173C0F9C4045FD432572A09B266239A2375F19C5353A464EAB9CE497771015385799C9E230CADF81C0F32A86A249FC6C7549D487ED122837A13A17BF07DD8FB15814C9C9713F90FBB87B0D2BE33EB25732417BECF02327;010001;DCB7C470D80AD42289C3080B641788FE3FE544A9AB8FC0FF0EE95404DFB2F3DE0253C7461403E784D23EDEE0953E0D77D428288DC0AF8794BD8EEBD0502E86D5; ; ;729
62;DD43ED536D537D68E2501A3754F93AFEE4E90F8256B0B6692776DA83C27E20BBAB80663A1127DDA8FAE16634EB758C82067DC453DFA8EC906119CFA328AB1200FD0AFBE5720FB59ECBF5272813E766A6A4D62C0ACDFE3DB3EF8AEF60C69E2DC9CF713AC9453CCE36D32BB462B9FC037D8AF4AAA2C791910BDFC8481AA8A34CFB;010001;EF39B04E13FCEE2DC6ADBD06021D30D8E84081E16A76EAAF775D8FC0A1B2005E553B96BD18979890B1427B461F240E5CA333F2862E9C201D62A33E16D8096803; ; ;420
63;C07DDBB03978DB58D7988C90EE07068D90D6C965279AA138471875302637C5F494C5CBEA29563F6C8EC3D162FCCD0D27B668AF2145DDD9335EB267B994AC0037368CF9FDC81CB71DE369B4466DE18639F26D46047B0324C1D0B277D40227114CBB27FE5339DCCAAAD6EDAFF6262FF672A9D8959A3EACEE68FA1EAC1CE33634CB;010001;F20996F9B9D417A360146954BB9B12EEB98DF425C1DDA324EB323851BA329A5219D4B467BD929992D155BDE53563F9C523ED7DE54A68E2D899AF69A491E59709; ; ;256
64;A597F0407B659F357AE575D333242BBB84310AFCBC3429302B86F769FB9B84CA748EEB80524F473B6471820A4FC6ACC84823A3645CE0A7084C7221904D40C1B9159C82802B6E9F26C924FC8A483E370A3B744103D4AD48C0C1BF9F0B8EC4661169584E5AAFA7361A34B284B929B77B3ECDEE00CDFB2CD64A7AA9B5642682C365;010001;D22BF0E6AC39F6E634726560740810447DAA438F93C86E39BC612AC1BC69D1D99AB692321F68AF671DA78319CE24AE739886875BFFF59AA9458BA584EE55D395; ; ;628
65;B7966E6B8E61C40BD8FE478517980A1C83CB3A9C1B30F0EDA97DAE25079E7A178A965148A4222D223003CD6A6E40F54C6798EF8E42B308E3CEC76D9A5A3F52DE7F7D62E1219FD2357B53029FD737537894C0965647997D4C37E794C247CC10ED6084C8C331C33DD75A0BD03D46B7CC0ADCC64DFAF033E72364C68A2C12527CA1;010001;F2248E8C18C1EDD2F790117BEBF8A4B7B0BC76F1709484DF5ED4A6F1E30DE9E50EA7C3BCFA028C2737FD7466A2B90BCF32C6F30D05DD6A347B03DFF98E2C7243; ; ;586
66;C6359AA17F3942C3144FA440DD23105CF47D40AD99BD541B1F176E1A7CFADA7878DC2C3C04944B3E97D20DA4389ED0223E82CD7BD4C1D4E5AFF6C83F1B2A53C309960CCE49AF854F45C5C3ED1CC7F9911FF4F0CB4F27D1EDD16A46CD803B506EA7A9F6795302A463AF6B51FE972CC2D0C0DC68D2922507D4BAE08813283242D9;010001;E4215B13D4970DE541DC202EE24053E0F16C1B7E8E834A2C8CD021FEE252CBF799272E38FA7285643AEEE0C7620A05794BE91B7A4219C31868B47F9D851634C1; ; ;669
67;A75A576ED7F5DD51C3B80EB90579845C0CB7B80F6E8EE3652CB34A22466D5A6F5DB430EB59E70947A09A063236672AD354AC70A98AAA61FDB2D0D3E66DBE6F8819B0365D21638D60832C4F24327E1DEB40D7D20DEDA474F197499F1570E29E773F526DC7340EA3DC69D50EE1821DF04FFB6CFF4E7D91F899B715273CB65929C5;010001;D5BEA5F85090D5CF1193544A80E4735DA51FD1B144AC246248504419F2978E262169256CBA70D0BD00BAB6907DC4AE86CB2A1C8EB3DBCA9D223180F85E7D093F; ; ;1329
68;E067B2C2A8777D5948B69FC6B061290FAF3DA127F1C77B5CF45789EFD8916D1FFB8EE99BDB3943E5C113383A626AADE37065D5E6C4506020A7FB75A08CBC8DFC9D5ADEBE53E524FC6B7D93E32743D95F5DB7A6ABC3E2B4CECCAEB261DE313938BA6AE94C106AFFC50D1067D7831C2A6B6442B6EA371F8C3641047606A3DB4E65;010001;FAF27D52B4F95BF4CA4B3CA3993F09CC6381627EB49E3E8AAB9287C2B1EF1DABF28BA0A89667DCC705022571116CAB0AD31B4765CF0A078771A33B6D9CA7589B; ; ;464
69;CD33A2A28B1E659D36360140D7A0A75CDEB63F977966DB5ADEDCE5A286EC153E57BEA9A02B24801A8D630B2AD257F8BD5CB1E8A29B0942A1784C14530D6EAB23A3450B797D005B6EF3A03E017264A95ADDB2E58DDABE7F28813E17F635C79B7598868C1F5A52122D3713CF7AFC71CDD49F6379EB1DCD320BB06B7DF7A224CD71;010001;EE970EF17ABEE1293B36812218010516384CF66D0C9932DA8DE89F919001ABACE626C929DC35304B0B331C6CB07675E74D96D602AB49B17B933B2F9351F32185; ; ;917
70;DDD3F058D7DD29850F203F7F98F9370F064914E7E5C7BD6ED1B464DBB747232E09203146776A8141A580F5683234B5B5FD8DEE47E3AF94D346F196AB62D8ADF590E55B5F526D2AC2BF05403F1E9BAFA24E13B4E19BA84BEF24F6EA0981357CE907867BC99C22269B4D2F9AEF5F7B253DB77AF3715360019DA8A0238B937F3655;010001;F04E729D3E85CF991CD5F0DB4B4EBD4D43606D37E1969F2736C60F12276D34E5E9F5D3EB69915DB9F5801A114F9CC3BA59E7C1CD22F98A91BF7B65E03E4D7A81; ; ;734
71;B32E15E185A0E01E11D1CA5BB6C26F3C45323D7B86202EEBAA857784BD816F5C3A01D965D29A38E02B093420711263ADCF01D2C9AFF4DEABA2097BF082DED024AFED58ED245BD7F4066E720C0D92BAD4E95B6F45790B7E4D312C945418D2B78C65440BF37F79C6F535C644572033C5C58A94788F0087BD453AB0FAC6B84BC8C9;010001;D8DEE908D7543CC1648E3C351CCE7008C904A0D0F9B0E31645FD0E1A98DE0150D25DA94D19FE5A6A9C87D8CE7C0213D7C2474D97D4292E0E582FC8C7BC614E13; ; ;1431
72;CD90C55F4424EF97606266A95A45C68C943A4D0E3BFE90A90D3D28285010035150434F81D548A2C9D2D9E48DB7F9851C98B4683000EC006418DC5BD5A13BD0FCDE1EFC34BC0373A872B0423E80E1BC0319DE0BF6FCE74C601762D924DAE7FE5A601EFCA4C6BDAA1394ABCEE375D4F07F3841190F6DE6C8BFA090566DF5C39249;010001;F6D7C522230FB2A75F779F11028DC5DD567F754FFBD4E21B628C8414CEB5AA1DD540E17E4711B2AD5065BF3F49570FA1CC0F3CB1C86E2FA9C237A86AB7A3B57D; ; ;753
73;AB89DC727821B6865820C1C3B77D59FB377CC917A7F5420D93669124D43372E2818B89B377A77B8C02791E02F902E98D0D6CB0F50215E32AF1447BA6427A86D76E1212C64169790CA59F3E04646FFAB23FAA52E68D4762C1B50367437838B0FD6AB0C32215784B47087C788A82E5AC2FC486913F85F0E4F4315908AAD1663FB7;010001;D88CADC586E41B8D2CA767810B376668E5DA1CF37A49FF8F6F06FB11FE7E089BEF27DE260CA3633583422FCB32174C5CE0ACC90017D550BF4CF8BF6D701D1CD5; ; ;607
74;D21108994CDACF98ED401286E610E45A62A611D91E960C41D816DEDC13FB09A6D639F156176E7171BCA94B1027495AE8026409DD9FDA6B59D53DCC9EF0720F73E9141DCB508CF7904EA8D4D72DA7B2871C4E0A7DD45B71827947E2F98F79587CCD933AAD64EC9D669DF12CAF4B48FF206DD4E228A3F795C6AD8BE1D4919DB9CB;010001;FBDDC0B3559AB49DB5D065C88F853C26204CBC7628599AC0A7184136880EDE6BF02B5C74C92DA5346E69914B8598B9208E3E82B3186E862A3CEB18B02EF923BF; ; ;317
75;A7258CC7799EDCA68FE3E73875EF20B2F724E39C80B241C54A836B8E27289B3C5F4F86759FBDF41AA4266B9690154494039F995C03D66184F83445FFAAC0A4AB6E2568AC971C7FF50DA2595D09022D0488DC2FCBA315102B6943454510C861CCCB5371322E31E02B11234BA272AC3A36148390F6F8BC3EB6D286718C7A329A53;010001;D070BEE4D74AB07197F08C855DE93C538DB7A472C49B120E26DC36C6AAFCAC7D26796B570AAA3A4B9B0DDB284A1B82CE39F6E5A9D5612E3326C4165C4B5D09E1; ; ;423
76;B0DB8570EA46D5A98C50FB05F7FA8FEF571B6C839DC6C627437461B8131B3ECBE3A6DAD7AAA2CD057CDA6E3D4761D7C2CDBCCE49838EE7F47905F687262659A3A36EB3D995A53287D4E571017C29E609602937DDCD6CA31C2E7E2783911E9BD356F168065716EFDA6CF597F05C7EC4E0455753BA4A1317328CF43CF6392548C7;010001;DBD77BAD526EBEB774770CFF6A0F32D3636605EF2F765AFA5B589C9D13EF240AE4F21D0B75984026E3464FA657E40F3F28F71B5B9E2D72278330D8D14D512971; ; ;919
77;DE6415EB38505625332A791FEE648EE02B25AD011B457273FFB2DC8BA920CFDC4D2EC0A70B2D16D9D534FB864441FEEC0A5D7FAAE7C80419DB5487FF9ED32D90CBC1D2B222D5A489335B530E5FD7947F405B01D960D597F25085195A4035CD1E6128B5E7EC6BC602B4E6C29079574DEA16E6186C3DCD774219C1A86B60924E49;010001;F08672D819D8877666C827AD9913A26D222B87456664635A36C3FDA381C9C32B459E3B5268E7AC8E759247E8C9AF533F06C421530C9B0114CC490BA14F0996B3; ; ;607
78;EE711C672DD08DE61A9E1875F007A8DE97430F5208BADC6F69EBED463A06EAADD4250A063F1BAFC85C302665B951B91C1030EB25D744F3477B690DCC024D3923C23BDFDFB2AD43C40DB2344360ECCD769BB0ADFA798B049420B7C3D0FD9B111BA632DCDEF0C507E7F749CA574F21437AF3284F3EB8B53FB503757778838585B3;010001;FBD9F33701B06F998146C9EBBAAE4B3076AB5AFA4813F5F1D36D9029D833F65217D77329E9F3565D3107A91768988D03E563876750B510CDF5D09C30CF7ECC59; ; ;608
79;F601DD7E2B3A40EE51C0A78981E77317FB9E17BC229FB290ED0BCEC52D9DB5852CDF211066E64C8091B9CD50F3A08125C8E590E6911C53285C69CB23EB189B8AE9F84D85ED32F210274593490500E29E076DF495070C0BFE3E4B078A1C5FEAEA75C473903A14437564EA7555DC918CFC246AEC29E5BC79DD1DC71253E7B59D03;010001;FB673CB10D6E8429D1C1389F8E67EEBF852705143D37F96CDF6F451AA8D2178D342848C8138DAE7F74E8E7529DA963D7A4AFD4F5997DFFF59E325566BEC043E7; ; ;670
80;B76FFA0F914B84A665BB092F66B7A8DEC738AC0A5659AF95AFC83FB74D227655156BA549E4324A39034374DDE6D488A402A8CD479F2D9D5865EFB9AC26C178A252E04B59E540BB897EE26D9C02F92E35B5E3F85EA4508B98378AD563157808132C1E063DFA3D509853FC9A208BAA5CDDD05894D5695A111D6E8AEF267FD6400D;010001;E5D418EC59CCA814EC25EA750AE058DDD49FE8C8A5B8AF5ED03336049DF51610243236DA8086F7FFD7579B8DEBC043F8F5BD75BA4F14A34959ADFF1BB39E166B; ; ;1269
81;A457C6579581335F9B9EEAFF51B5B97217FD096AD444A2CC7EAF947A8585546DFB772E976845408CD6B63A850DA79D7905C7D314FC555F2E59670D7053DDFA004E9A603932A482E7ADEB90F66C2BDC3DBE4C2D77751165D623B2EBAD72A712452F729AC4AEC73AA815DA751CC3398DAA5CF4212F0F435C70FB662B71DACE64B9;010001;CF34E2B350B7D4C2E16782702C2268661FEF45156A53887889FE77BF0003BF355B179EEAA5E3A56F59154101A54B429BD11DE390F9A9C2594AAAAF177DA61403; ; ;814
82;D62D222EC3214A725A3524F613F28BA1211083C28D3C37A68AE67C796A5DA00806780FD58F16C3BD5533260E21911CFC004FFF11CC3B701B88304B9471246B6C14CF2E3D2FF8FC1CBC35AE4026BA27504E10F3D09DA25B2467A95AAC4A9435565C35222D399BC65855357363E5C87CAD59446CD21AF8F3E4E775C1F13F9F7931;010001;F9D55D6D79D243B8898628261190C7FF327D7C00A0B908866A9071B8DE7B97CF59BE93776C0E2FBCDB2866E34A892EEF2AD439C420E123CEB02AE986B30C92B9; ; ;1268
83;DD16DB3425CEEA9FAA2FD77D4494319372D6E76C162256C74B5669F335E3657F174E165B5BB85D289F3800CEA38B76FF805DCF06BEA1FEFA92D8E350FBE3758F3AF4C70ECCA7852377BD2FCF0D413E05ADCA292817783AFA02DCB13673675ADAF42621F7C27D07A336F1A0411FABDE88C9A5541373E01A1BBA1363B3D0DD90AD;010001;F9DF587F93309FDBB86CDBB10D392597C481719A28D246B553E4A9C21BBFEC7E76AA56DA8A84745C4D7EA35220B43CD8EB65C7FFB8582E0026D1F56681579AF5; ; ;1246
84;B74AF90CABA8825283B2A5C00235DEFD99A672FA1367846958F088081927255E4F9962E52DBD0ECE5B3645D45DB7825089C10C8AAFEAE7170190E99EC259DC5EB32167B0DB561B080DD627508CA1AC89953B249A7F0B45E337B62DD2DCF72772A4634D10949B99C079E9E4C0A0C1B7335F3699673D48D3E3BC2B64C6A3C64E6B;010001;E4AD1951CE5940DD3033B627908A68F2CE328B61A16E01C56D79547BC23A8A441DF2B1E4F307D931D552E3D32632A126826D5A74E7F964B7FA7968E8C76DBEA5; ; ;1660
85;DBCFF302E0CD5B6DB3EBAE214CDCAB29697BDDCD8C8E0F5B05A4A1D1D01A65DF41819BC875A35D368B0D242C652C7F55E373B4A27A833BDA216F877069841081EF6136AA79BC7CA87591F9343BB75E14D464B9F29EEA1BD1793F75BD9FD88350DA17AB6E9E3133BD0ACDB3433D86853EA9035B44D7AC2FDC7566D64AA793FE3B;010001;F34B7043FEC8CB830182D110377E978D2C9235EEDF4450F1363319E5D12175A11EEBD0EB16D682E411E01621E2C83B4E8CB5EC4FE809BBDC5D67024D85D8D57B; ; ;1249
86;9DAE74BE2630A0A666DBC518E17E82A6E02B96E934539F699760E2E73D596ABE74AADE8D499CF97E7AE72924E3E0B5AE035074AF45CE0D98E0AB0C097BCA0776B4779F4CFEFFCD4FDA6D6D97778BA106E6AA15468A8F9CDB497F15DCC86A6E7C16FDB39E7488CFC66B01B85FADDF3C81D846533B258BC74C9D1B2E31FF50306D;010001;CFD32C23DFCEDAF479A578DB4325E6A02B3A7AE14A7BE5B24EFAF2DBAFAA8F4AAF1B37459B5433FF0D669A555B7E9BEFCE1809EB7F28C7C83627CF5A8B53B791; ; ;609
87;D21185FAA68B7F7FA893BE5AAE46D3001499798B026685EC8E26310AFF5B1E2D8A9125FD4CEDD57BBE506CD4F791A1FC6BB13F91C46DAE2ACE66B97ACCD26934456FD910C98FC7E74776914A87BF762ECC48A259C715531F2A649475C7B81C00AAE0F5457D0666583B80150AF82B54789AD071F7A0E824F46DFD1577E4509685;010001;F9E33F4FCEBBE5A8EEA310DEB2824FEAEB50BB181953BA8484F5E4CC593F75CB53597AADDD8F9EB45150D603B4875BF0D37CDDC1071B8B40E8B6E7FA72D2CB4B; ; ;1021
88;A83126922229F4A3AFAC13C505873960D10DD6733D5C2A03BF29DD6AB1E149BC40C7BEF8DBCA0D960B61EB475ED740EC58F48567B6BDCA204BB99182EF2991119D0D7D103AD4C13A3FC7D06E04D3FCFF3A3CFD958189901F156844AF02F167ED4713A85C2C7F3F1479E98669ACD12CB3A87A7FA42C159D2E9059FAF077CED7A7;010001;D95870B11EE6DA85A66B6E8E68BCD2EDF1F5D78E85196AF90EC959AE3BFA076A9480E89664CCFC4A51267445243C52C4E7DD8A422D1FFCA5A520FCB8205B0E0D; ; ;957
89;C706AFD3EA0A6BC20041919F83D85F1B24253CAB578D237DC0609B936DA22ED126041DF30159455A5E7A05CE6C6DAE2D93AC75BEAF1F9CBFA4862776C1423BB9BDFE37AD353EA281539EBC2ED6650BFC12B3BBABE07660D7AAFEF61E85DE6B9CEA020C31C7DE7630734FDADAC6DCE91B647FD07E9D123D0C9687768918B76E43;010001;F346558470B8ADD8EFBF2BB387064BBEEF543D005BB4AA9B138183A4079607242B722A4B92ABD85CACF5F25EF2E67955A53953E42C4197A1C07A016F7F61D20D; ; ;730
90;9CC28AE3981B0900345E3CB37B6A0D46EACF6A89ABC96688632DEE55B17BDD0B349EF11693D4B0329CF0FE36D45C06B69062A04EFE0D609C172765126C81EEA76A0963144BE4187FEBB0BF6A759E22BB256D4E67CC80052447E15FAC3B711CD8B870B071B17BA142834F1AA1428F999B4D186E2F638D75414D5F6091CBF7A6D5;010001;D0666427C31897A15B174A22CF644EE52D171FFC59DC6A537B462591A33F8606795B424D2EA4DA2262FBB8257EFDCC3EB1E2FD7E9BD15708132522E16082AE7B; ; ;255
91;BA1D5E270B29792BBF7D9A5E1CF06124C1208E1B6BDED57E310E78D731313CEDC4858ECEEBC90FAD2B442D57AF6A6E8CDCCDA98DEDA67441EE9BE5B3188FAC7544B2D1A16221B89C3EEB202ACC3997A94B24C3DC909D9F23943C182BF24F93AFDB0AA63DFDBF5539DAA60DC419C2EED80DAC71F80C5960601180E5BB75B10ABD;010001;DCFC25951B0D824C0BF2A92692A438BCCB53223B49D57DC73A95F0EB37F462C36F58FC4C941636A28552B74CE4FE4A814EED1C6C9FE0D340A6370C0F6878A657; ; ;1208
92;E7C42DB8A70D493EBAFE6E75A3F84FD9B8D9658F0FB4452EF970429510017EBC1CBC249BA793807B498AEB7F2BA7767F3B711DFC0F1DF616E5FE445EA3306259872B67C3399A8E757E45C5E4BD7916EB8AE56F098D3AE9C9AF27C46E2DF40264C4C49B237687DA166631802A94EED84CCBDFE3E27712451A32A457C56EED1397;010001;F3D9DB5D3E85DC1C840A1573C2F1DDC7427B16E0B1689429790925C7F0D78BB191C1D783178C2558A8AEBCE48439D13C177FECAC660012D2ED22D7EE298D5907; ; ;2242
93;E65894F206D5FEDAFB86874D92F5A90A772400E8E50EF7EFDA1A8AFC864E9535DC9290788F115AD9520870F11D27911EF722DF5FFA865D33A7A70563C905BDB044923DDCABBE9905052179383B917C9FBF7CE6B39F4257FB76F3882E24DD610E370130A9E2D38F242E1EBB872D85ACFABDD0F434990AC70382AED7DC88E8E9D3;010001;FF26852D594D42C28CBF4B2697D319FFC2D7E1C16CE812F7769613AF5E19BF2BAB4AD091FEFCBE22C6FD657649B01F68CE4DC3DB72199D5D8A992C6EC11D6EDD; ; ;361
94;AE469524CB5865096E1295AAA9D769D9A9ADB3A8644C3B4861B32C96B5A2B31AEF5F1AFC83A2F8362326D2B2F1F851BA71159422D8C891B02C6328501B203208C99121AA84D2A515EB4313E44A4E8F872B508E2A7A635185C4222ECFCD4B081627D295A5C5084493575CC5DD7F6E78328C0E95BCB1AFDCCCC2ACE119938A8C53;010001;E01EA4EE301EFDE4C54F3691131E2A604482FAEF2A9863583750B068A0B6C2CA3396E0419631AD5B2742E42A6E6DE7F68637F4712893B4DDC67FAC309B202F03; ; ;1496
95;9C1EFD31F9D459B57E824DBE647F8A57A151F1C5D5A3F1316FF89B0B39449D78B09AC3BCC9DFE22C00CFD75311F21A87AB30298FB6C921ECFE66EC32139C3CA8B0FD2DABF11B9F94E63054375DEC1BC3DE29AD6C97F06B2D9D8DE648E3210A8B2E54A63EDDDF0A57EACFBD22E2FB2AB6B662B85A94D6F8BC51491119F3BD69D3;010001;CF7C2DDDEB2499311D6BB16FB9FC891E5717E7C13F367339C0DBD1DCA92392379A3546E81594D28C2A62F58F45A3654E1C495344398FDE928A67565E7454E58F; ; ;1352
96;B37307992C557479016665B12ACC029C58BD7DC681B6CF129F35B371CFE4D46B3B12ACF40B49B99DB80259F792516D5E2279B4F2CB1D51ECF0F01BF6407F2E3F5057B05F4FAD99D154F49DC57F4FDCAA413663AF80F95CA85CB3BFC57F99CE3AC041882CFACE7BCD7F313BECEA93B66BB12400C67DDC043281886AF47D5D54DD;010001;E8FF2A6EF946232CF9C810498BB74ECCFE0C38303A6A6D5713B1B220BC9A1AF9EB10C1F6C5845F505E24D7857430C4C42F1AD22ABE99FB92F7C8ACB4938D1C0D; ; ;1188
97;DBDD929221D33F924921E54C1F4117D39980DDE2D8CA1959F7E5ADF9C37D0091B62960C0B965172D51AAAEE2230F185552C1238456B1DB5EC241648F2D88430229B5F2571E12C952CB959CAF5CE4648AD9378673A796577EC695C5A97B1950D61FC8885333A80FEEC8CED0E4D04F0C42DEFDBEC7BDD4652F25F2056C71341AF5;010001;FEF92BB6128BDA9746C07CDA8A6DCF1282FB1883DF0866EC2F47F34F1E9A932CF5FA28B4832BD906F0DE6042BD121989888012647AB66A9C91082CA7B6702931; ; ;1516
98;F2B7619C8CB3D1596AB5D9D6ED5E6F884CF30E8762C806A212D490BE768EABD225CE0E0EA0CEE511A8C890633CD1A53F9AC80B6AAF8E47095DD9F7FC3F6D6FC5552E106364B1955B4F0E25051656982E1B0DD2DFA641A57BD7803BCF674EAA90F6C4F3C84C834251309B2957D1E056E6EBBA038FBCF5050EC6F93D2400C14EC5;010001;F9D7188AFA097EA8ABBA68A79583D0A4D62247B371BA65F9A31D82A08885564013E72A008C106236E5A7A81FC39D21D37D13DC4781B85891E793BFAFA00B7431; ; ;359
99;C2D0F967BC77DAF32A5B228F2604AD20DF01360FAB66792481960029D8EFE5A1D9BA7D04EC7E14751FEC4D234D684F99F195608FA9213D8563BF4CA64C7A238BDD23DB48D07FA821DB552B6B31F622CAE815851DF0050AC195A759D843E9A6E167272B1EEF6E9344B1A330EFFA4B505C4B901DEE41B74FCE18EC0187DD1ADB6B;010001;FDA09D8C8138C99C76153B3A7599174A0958CCD3D4523A791A8EFF34047DC378EAAFE68B0E2AA6526B692E29443171C4616AD83979E3C88AE2021C8A11B81BD5; ; ;1993
